"id";"VoterTitle";"VoterName";"VoterVote";"PageURL";"MotionofVote";"NoVoteText";"MeetingIDValue";"ItemID";"VoteID"
"501";"Councillor";"D. Thompson  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114968";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"2285";"114968";"D. Thompson  YesPassed    Motion To: That the committee RECEIVE the item for information2285114968"
"502";"Councillor";"S. Moffatt  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114969";"Passed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. ";NULL;"2285";"114969";"S. Moffatt  YesPassed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. 2285114969"
"503";"Councillor";"R. Bloess  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114969";"Passed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. ";NULL;"2285";"114969";"R. Bloess  YesPassed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. 2285114969"
"504";"Councillor";"D. Chernushenko  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114969";"Passed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. ";NULL;"2285";"114969";"D. Chernushenko  YesPassed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. 2285114969"
"505";"Councillor";"B. Monette  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114969";"Passed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. ";NULL;"2285";"114969";"B. Monette  YesPassed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. 2285114969"
"506";"Councillor";"M. Wilkinson  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114969";"Passed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. ";NULL;"2285";"114969";"M. Wilkinson  YesPassed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. 2285114969"
"507";"Councillor";"M. Fleury  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114969";"Passed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. ";NULL;"2285";"114969";"M. Fleury  YesPassed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. 2285114969"
"508";"Councillor";"P. Clark  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114969";"Passed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. ";NULL;"2285";"114969";"P. Clark  YesPassed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. 2285114969"
"509";"Councillor";"D. Deans  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114969";"Passed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. ";NULL;"2285";"114969";"D. Deans  YesPassed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. 2285114969"
"510";"Councillor";"T. Tierney  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114969";"Passed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. ";NULL;"2285";"114969";"T. Tierney  YesPassed    Motion To: That the Transportation Committee recommend that Council receive for information the proposed 2013 Municipal Vehicle and Equipment Capital Replacement Plan. 2285114969"
