"id";"VoterTitle";"VoterName";"VoterVote";"PageURL";"MotionofVote";"NoVoteText";"MeetingIDValue";"ItemID";"VoteID"
"1";"Councillor";"S. Moffatt  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114378";"Passed    Motion To: Minutes 15 of Monday, 28 May 2012";NULL;"1927";"114378";"S. Moffatt  YesPassed    Motion To: Minutes 15 of Monday, 28 May 20121927114378"
"2";"Councillor";"S. Blais  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114378";"Passed    Motion To: Minutes 15 of Monday, 28 May 2012";NULL;"1927";"114378";"S. Blais  YesPassed    Motion To: Minutes 15 of Monday, 28 May 20121927114378"
"3";"Councillor";"M. Taylor  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114378";"Passed    Motion To: Minutes 15 of Monday, 28 May 2012";NULL;"1927";"114378";"M. Taylor  YesPassed    Motion To: Minutes 15 of Monday, 28 May 20121927114378"
"4";"Councillor";"M. Wilkinson  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114378";"Passed    Motion To: Minutes 15 of Monday, 28 May 2012";NULL;"1927";"114378";"M. Wilkinson  YesPassed    Motion To: Minutes 15 of Monday, 28 May 20121927114378"
"5";"Councillor";"T. Tierney  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114378";"Passed    Motion To: Minutes 15 of Monday, 28 May 2012";NULL;"1927";"114378";"T. Tierney  YesPassed    Motion To: Minutes 15 of Monday, 28 May 20121927114378"
"6";"Councillor";"S. Moffatt  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114379";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"1927";"114379";"S. Moffatt  YesPassed    Motion To: That the committee RECEIVE the item for information1927114379"
"7";"Councillor";"S. Blais  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114379";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"1927";"114379";"S. Blais  YesPassed    Motion To: That the committee RECEIVE the item for information1927114379"
"8";"Councillor";"M. Taylor  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114379";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"1927";"114379";"M. Taylor  YesPassed    Motion To: That the committee RECEIVE the item for information1927114379"
"9";"Councillor";"M. Wilkinson  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114379";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"1927";"114379";"M. Wilkinson  YesPassed    Motion To: That the committee RECEIVE the item for information1927114379"
"10";"Councillor";"T. Tierney  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114379";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"1927";"114379";"T. Tierney  YesPassed    Motion To: That the committee RECEIVE the item for information1927114379"
"11";"Councillor";"S. Moffatt  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114382";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"1927";"114382";"S. Moffatt  YesPassed    Motion To: That the committee RECEIVE the item for information1927114382"
"12";"Councillor";"S. Blais  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114382";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"1927";"114382";"S. Blais  YesPassed    Motion To: That the committee RECEIVE the item for information1927114382"
"13";"Councillor";"M. Taylor  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114382";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"1927";"114382";"M. Taylor  YesPassed    Motion To: That the committee RECEIVE the item for information1927114382"
"14";"Councillor";"M. Wilkinson  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114382";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"1927";"114382";"M. Wilkinson  YesPassed    Motion To: That the committee RECEIVE the item for information1927114382"
"15";"Councillor";"T. Tierney  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114382";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"1927";"114382";"T. Tierney  YesPassed    Motion To: That the committee RECEIVE the item for information1927114382"
"16";"Councillor";"S. Moffatt  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114384";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"1927";"114384";"S. Moffatt  YesPassed    Motion To: That the committee RECEIVE the item for information1927114384"
"17";"Councillor";"S. Blais  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114384";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"1927";"114384";"S. Blais  YesPassed    Motion To: That the committee RECEIVE the item for information1927114384"
"18";"Councillor";"M. Taylor  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114384";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"1927";"114384";"M. Taylor  YesPassed    Motion To: That the committee RECEIVE the item for information1927114384"
"19";"Councillor";"M. Wilkinson  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114384";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"1927";"114384";"M. Wilkinson  YesPassed    Motion To: That the committee RECEIVE the item for information1927114384"
"20";"Councillor";"T. Tierney  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114384";"Passed    Motion To: That the committee RECEIVE the item for information";NULL;"1927";"114384";"T. Tierney  YesPassed    Motion To: That the committee RECEIVE the item for information1927114384"
"21";"Councillor";"R. Chiarelli  ";"Absent";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109957";"Passed    Motion To: ";NULL;"2154";"109957";"R. Chiarelli  AbsentPassed    Motion To: 2154109957"
"22";"Councillor";"E. El-Chantiry  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109957";"Passed    Motion To: ";NULL;"2154";"109957";"E. El-Chantiry  YesPassed    Motion To: 2154109957"
"23";"Councillor";"M. Taylor  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109957";"Passed    Motion To: ";NULL;"2154";"109957";"M. Taylor  YesPassed    Motion To: 2154109957"
"24";"Councillor";"M. Fleury  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109957";"Passed    Motion To: ";NULL;"2154";"109957";"M. Fleury  YesPassed    Motion To: 2154109957"
"25";"Councillor";"S. Qadri  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109957";"Passed    Motion To: ";NULL;"2154";"109957";"S. Qadri  YesPassed    Motion To: 2154109957"
"26";"Councillor";"K. Hobbs  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109957";"Passed    Motion To: ";NULL;"2154";"109957";"K. Hobbs  YesPassed    Motion To: 2154109957"
"27";"Councillor";"D. Holmes  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109957";"Passed    Motion To: ";NULL;"2154";"109957";"D. Holmes  YesPassed    Motion To: 2154109957"
"28";"Councillor";"R. Chiarelli  ";"Absent";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109316";"Passed    Motion To: That the Community and Protective Services Committee receive this report for information.";NULL;"2154";"109316";"R. Chiarelli  AbsentPassed    Motion To: That the Community and Protective Services Committee receive this report for information.2154109316"
"29";"Councillor";"E. El-Chantiry  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109316";"Passed    Motion To: That the Community and Protective Services Committee receive this report for information.";NULL;"2154";"109316";"E. El-Chantiry  YesPassed    Motion To: That the Community and Protective Services Committee receive this report for information.2154109316"
"30";"Councillor";"M. Taylor  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109316";"Passed    Motion To: That the Community and Protective Services Committee receive this report for information.";NULL;"2154";"109316";"M. Taylor  YesPassed    Motion To: That the Community and Protective Services Committee receive this report for information.2154109316"
"31";"Councillor";"M. Fleury  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109316";"Passed    Motion To: That the Community and Protective Services Committee receive this report for information.";NULL;"2154";"109316";"M. Fleury  YesPassed    Motion To: That the Community and Protective Services Committee receive this report for information.2154109316"
"32";"Councillor";"S. Qadri  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109316";"Passed    Motion To: That the Community and Protective Services Committee receive this report for information.";NULL;"2154";"109316";"S. Qadri  YesPassed    Motion To: That the Community and Protective Services Committee receive this report for information.2154109316"
"33";"Councillor";"K. Hobbs  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109316";"Passed    Motion To: That the Community and Protective Services Committee receive this report for information.";NULL;"2154";"109316";"K. Hobbs  YesPassed    Motion To: That the Community and Protective Services Committee receive this report for information.2154109316"
"34";"Councillor";"D. Holmes  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=109316";"Passed    Motion To: That the Community and Protective Services Committee receive this report for information.";NULL;"2154";"109316";"D. Holmes  YesPassed    Motion To: That the Community and Protective Services Committee receive this report for information.2154109316"
"35";"Councillor";"R. Chiarelli  ";"Absent";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108991";"Passed    Motion To: That the Community and Protective Services Committee recommend that Council approve that: 
1. The City of Ottawa maintain discretionary benefits to social assistance recipients at existing levels for the balance of 2012, and 
2. Staff complete a review of the Community and Social Services Department’s social investments and priorities to ensure the 2013 budget aligns to the Council endorsed budget strategies outlined in the Long Range Financial Plan IV document and report back as part of the 2013 budget process. ";NULL;"2154";"108991";"R. Chiarelli  AbsentPassed    Motion To: That the Community and Protective Services Committee recommend that Council approve that: 
1. The City of Ottawa maintain discretionary benefits to social assistance recipients at existing levels for the balance of 2012, and 
2. Staff complete a review of the Community and Social Services Department’s social investments and priorities to ensure the 2013 budget aligns to the Council endorsed budget strategies outlined in the Long Range Financial Plan IV document and report back as part of the 2013 budget process. 2154108991"
"36";"Councillor";"E. El-Chantiry  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=108991";"Passed    Motion To: That the Community and Protective Services Committee recommend that Council approve that: 
1. The City of Ottawa maintain discretionary benefits to social assistance recipients at existing levels for the balance of 2012, and 
2. Staff complete a review of the Community and Social Services Department’s social investments and priorities to ensure the 2013 budget aligns to the Council endorsed budget strategies outlined in the Long Range Financial Plan IV document and report back as part of the 2013 budget process. ";NULL;"2154";"108991";"E. El-Chantiry  YesPassed    Motion To: That the Community and Protective Services Committee recommend that Council approve that: 
1. The City of Ottawa maintain discretionary benefits to social assistance recipients at existing levels for the balance of 2012, and 
2. Staff complete a review of the Community and Social Services Department’s social investments and priorities to ensure the 2013 budget aligns to the Council endorsed budget strategies outlined in the Long Range Financial Plan IV document and report back as part of the 2013 budget process. 2154108991"
