"id";"VoterTitle";"VoterName";"VoterVote";"PageURL";"MotionofVote";"NoVoteText";"MeetingIDValue";"ItemID";"VoteID"
"3500";"Councillor";"P. Hume  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127047";"Passed    Motion To: That the following by-law be read and passed:
 To confirm the proceedings of the Council meeting of 23 January 2013.";NULL;"2480";"127047";"P. Hume  YesPassed    Motion To: That the following by-law be read and passed:
 To confirm the proceedings of the Council meeting of 23 January 2013.2480127047"
"3501";"Councillor";"M. McRae  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127047";"Passed    Motion To: That the following by-law be read and passed:
 To confirm the proceedings of the Council meeting of 23 January 2013.";NULL;"2480";"127047";"M. McRae  YesPassed    Motion To: That the following by-law be read and passed:
 To confirm the proceedings of the Council meeting of 23 January 2013.2480127047"
"3502";"Councillor";"S. Moffatt  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127048";"Passed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.";NULL;"2480";"127048";"S. Moffatt  YesPassed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.2480127048"
"3503";"Councillor";"R. Chiarelli  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127048";"Passed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.";NULL;"2480";"127048";"R. Chiarelli  YesPassed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.2480127048"
"3504";"Councillor";"E. El-Chantiry  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127048";"Passed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.";NULL;"2480";"127048";"E. El-Chantiry  YesPassed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.2480127048"
"3505";"Councillor";"R. Bloess  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127048";"Passed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.";NULL;"2480";"127048";"R. Bloess  YesPassed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.2480127048"
"3506";"Councillor";"D. Chernushenko  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127048";"Passed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.";NULL;"2480";"127048";"D. Chernushenko  YesPassed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.2480127048"
"3507";"Councillor";"S. Blais  ";"Absent";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127048";"Passed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.";NULL;"2480";"127048";"S. Blais  AbsentPassed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.2480127048"
"3508";"Councillor";"M. Taylor  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127048";"Passed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.";NULL;"2480";"127048";"M. Taylor  YesPassed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.2480127048"
"3509";"Councillor";"S. Desroches  ";"Yes";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=127048";"Passed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.";NULL;"2480";"127048";"S. Desroches  YesPassed    Motion To: That the proceedings of the City Council meeting of 23 January 2013 be adjourned.2480127048"
